File,Cross-Entropy,Overall,Overall Binary
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/gefext/ArgoFigRect.java,10.694499015808105,"{0.952335,0.0476649,3.02513e-07,2.01474e-15}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/gefext/ArgoModeCreateFigLine.java,57.54745864868164,"{0.966917,0.0330828,3.61609e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/kernel/ProfileConfiguration.java,12.815438175201416,"{2.53546e-10,0.83946,0.16054,9.78991e-11}",True
dataset/argoUML/sourcefiles/src/argouml-core-model/src/org/argouml/model/AbstractUseCasesHelperDecorator.java,35.798200249671936,"{0.985931,0.0140686,8.42778e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/CollaborationsFactoryEUMLImpl.java,22.214863220850628,"{0.0048363,0.99515,1.33174e-05,1.2e-19}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/DataTypesHelperEUMLImpl.java,7.408123302459717,"{1.02921e-15,0.00696502,0.918167,0.0748678}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/UMLUtil.java,22.04985562960307,"{2.40483e-09,0.923577,0.0764227,4.4119e-16}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-euml/src/org/argouml/model/euml/XmiReaderEUMLImpl.java,20.95350480079651,"{0.0,0.0,7.07932e-06,0.999993}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CollaborationsHelperMDRImpl.java,8.517297157874474,"{0.0,0.0434563,0.956538,6.02885e-06}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CoreFactoryMDRImpl.java,4.518794980542413,"{0.0,0.0,2.88425e-14,1.0}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/ModelEventPumpMDRImpl.java,8.993925589781542,"{8.859e-17,0.00121692,0.896359,0.102424}",True
dataset/argoUML/sourcefiles/src/argouml-core-model-mdr/src/org/argouml/model/mdr/UmlFactoryMDRImpl.java,5.689947632642893,"{0.0,8.52015e-05,0.297496,0.702419}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/notation/providers/ActionStateNotation.java,74.20792388916016,"{0.996843,0.00315683,6.82826e-14,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/notation/providers/java/AssociationEndNameNotationJava.java,22.088619232177734,"{0.993417,0.00658346,7.92256e-12,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/notation/providers/uml/ClassifierRoleNotationUml.java,5.733904918034871,"{0.0,7.52369e-07,0.149396,0.850603}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/persistence/AbstractFilePersister.java,10.628468990325928,"{0.0135493,0.986451,0.0,0.0}",True
dataset/argoUML/sourcefiles/src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/FigMessage.java,13.996132016181946,"{4.595e-16,5.73583e-06,0.611055,0.388939}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/cmd/ShortcutField.java,35.720086216926575,"{7.80593e-05,0.990595,0.0093268,0.0}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/explorer/ExplorerTreeModel.java,11.933352845055717,"{2.827e-07,0.236097,0.70733,0.0565721}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/explorer/rules/AbstractPerspectiveRule.java,47.38862991333008,"{0.997367,0.0026326,2.961e-17,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/explorer/rules/GoStateToDoActivity.java,69.69823455810547,"{0.983715,0.0162848,3.53805e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/SettingsTabLayout.java,28.290770411491394,"{0.0,0.779858,0.220142,9.08e-18}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/ui/ZoomSliderButton.java,18.917922735214233,"{0.0011249,0.721043,0.277832,3.41147e-07}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/checklist/Init.java,3.5989530820112963,"{2.22e-18,0.999818,0.000182269,3e-20}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrCircularInheritance.java,11.762616157531738,"{0.907093,0.0929066,1.68325e-08,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrInvalidForkTriggerOrGuard.java,23.13973307609558,"{0.0,0.994475,3.15767e-08,0.00552447}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrMissingClassName.java,26.31354260444641,"{0.0326977,0.949994,0.0173087,4.76463e-08}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrMissingOperName.java,25.730812907218933,"{0.00450852,0.994923,0.000568732,1.4737e-16}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrMultiComposite.java,9.248090744018555,"{0.983715,0.0162848,3.53805e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/CrNoIncomingTransitions.java,29.899603962898254,"{0.86437,0.135631,1.72577e-08,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/cognitive/critics/WizMEName.java,24.042295217514038,"{0.850327,0.14967,3.52229e-06,2.6e-19}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/activity/ui/FigSubactivityState.java,19.133931517601013,"{8.24906e-06,0.732174,0.267817,7.83894e-07}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponentInstance.java,28.111909866333008,"{0.938471,0.0615285,1.66049e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java,4.659179040363857,"{4.27751e-10,0.0867087,0.913291,7.41444e-12}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/state/ui/ButtonActionNewCallEvent.java,51.20042419433594,"{0.977677,0.0223232,1.81181e-08,1.5e-19}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/state/ui/FigCompositeState.java,17.068392610549928,"{1.0291e-08,0.0329991,0.945535,0.0214658}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/static_structure/layout/ClassdiagramModelElementFactory.java,15.48576545715332,"{0.993417,0.00658346,7.92256e-12,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/static_structure/layout/ClassdiagramNode.java,6.112274567286174,"{0.593989,0.406011,5.97422e-07,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/ActionStereotypeViewTextual.java,50.68488311767578,"{0.967919,0.0320814,6.68577e-09,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigEdgePort.java,25.844818115234375,"{0.439977,0.560021,1.7413e-06,0.0}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigKeyword.java,69.87679290771484,"{0.94422,0.0556738,0.000105953,2.20192e-09}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigStereotypesGroup.java,4.933162593841553,"{2.87826e-12,0.0110794,0.92609,0.0628303}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/FigUsage.java,46.64113235473633,"{0.952335,0.0476649,3.02513e-07,2.01474e-15}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/ui/PathConvPercent2.java,27.63928759098053,"{0.619238,0.380749,1.34377e-05,2.25644e-14}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java,27.22692894935608,"{0.0,0.0,0.957485,0.0425148}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/reveng/ui/ImportStatusScreen.java,8.45745317141215,"{0.619238,0.380749,1.34377e-05,2.25644e-14}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/ActionImportFromSources.java,6.661697864532471,"{6.96453e-05,0.979798,0.0201325,2.51635e-15}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/behavior/state_machines/ButtonActionNewGuard.java,16.620513916015625,"{0.992887,0.007113,1.14254e-12,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/behavior/state_machines/PopupMenuNewEvent.java,37.384711146354675,"{0.000965477,0.861942,0.137093,3.39404e-12}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/foundation/core/UMLAssociationEndOrderingCheckBox.java,61.3051643371582,"{0.983715,0.0162848,3.53805e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/foundation/core/UMLGeneralizableElementLeafCheckBox.java,63.23601150512695,"{0.977132,0.0228685,2.72324e-10,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/PropPanel.java,12.886179174695696,"{9.6352e-16,0.203168,0.796832,1.39895e-11}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/UMLComboBox2.java,6.501197457313538,"{0.00842484,0.977727,0.0138478,7.38651e-14}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/UMLTableCellRenderer.java,54.40438461303711,"{0.996843,0.00315683,6.82826e-14,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/uml/ui/UMLTreeCellRenderer.java,22.907976269721985,"{7.50647e-06,0.999548,0.000444602,4.599e-16}",True
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/util/PredicateStringMatch.java,23.55677604675293,"{0.756961,0.243039,5.99592e-08,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/util/PredicateTrue.java,47.982086181640625,"{0.978809,0.021191,1.89057e-09,0.0}",False
dataset/argoUML/sourcefiles/src/argouml-app/src/org/argouml/util/PredicateType.java,18.62540626525879,"{0.26671,0.733259,3.16942e-05,2.31577e-14}",True
dataset/diarymanagement/sourcefiles/tbaclient/src/TBA/Client/GUI/SettingsDialog.java,8.543451309204102,"{0.0,0.590131,0.409869,0.0}",True
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Data/User.java,10.611228942871094,"{0.999906,9.39747e-05,0.0,0.0}",False
dataset/diarymanagement/sourcefiles/tbaclientr/SSL/src/TBA/Data/User.java,53.465824127197266,"{1.0,1.1197e-13,0.0,0.0}",False
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Exceptions/MessagesException.java,48.43394088745117,"{0.78628,0.21372,0.0,0.0}",False
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Exceptions/NetworkDataException.java,48.333351135253906,"{0.00593153,0.343947,0.441338,0.208784}",True
dataset/diarymanagement/sourcefiles/tbaclient/src/TBA/Logging/TBALogger.java,15.374210357666016,"{0.0,0.0,0.997238,0.00276172}",True
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Messages/LoginResponse.java,8.806241273880005,"{0.980362,0.0183597,0.000943958,0.000334124}",False
dataset/diarymanagement/sourcefiles/tbaclient/src/TBA/Messages/LogoutResponse.java,49.7984733581543,"{1.0,4.19334e-07,1.16448e-09,8.6548e-16}",False
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Messages/Messages.java,32.16397726535797,"{0.863657,0.136343,8.96458e-13,0.0}",False
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Messages/QueryMessage.java,8.841636657714844,"{0.681455,0.316455,0.00154406,0.000546533}",False
dataset/diarymanagement/sourcefiles/dbserver/src/TBA/Messages/ResponseMessage.java,23.25376558303833,"{0.439312,0.560684,3.73367e-06,4.0393e-16}",True
dataset/jsweet/sourcefiles/core-lib/es6/src/main/java/def/dom/ANGLE_instanced_arrays.java,56.59006118774414,"{0.983715,0.0162848,3.53805e-10,0.0}",False
dataset/jsweet/sourcefiles/core-lib/es5/src/main/java/def/dom/AudioParam.java,61.63437271118164,"{0.952335,0.0476649,3.02513e-07,2.01474e-15}",False
dataset/jsweet/sourcefiles/core-lib/es5/src/main/java/def/dom/CanvasRenderingContext2D.java,18.911285519599915,"{0.978809,0.021191,1.89057e-09,0.0}",False
